"","break_date","test_result_word","test_result","p_value","test_stat","logLikUR","logLikR"
"1",2001-01-01,"h0_not_rejected","TRUE","0.985497628259866","0.652023527698475","9311.7459819337","9311.41997016985"
"2",2001-04-01,"h0_not_rejected","TRUE","0.841596278728557","2.05419629537573","9312.44706831754","9311.41997016985"
"3",2001-07-01,"h0_not_rejected","TRUE","0.775003788319998","2.50989728445347","9312.67491881207","9311.41997016985"
"4",2001-10-01,"h0_not_rejected","TRUE","0.709635516521654","2.93740614015769","9312.88867323993","9311.41997016985"
"5",2002-01-01,"h0_not_rejected","TRUE","0.548639119420856","4.00539739158557","9313.42266886564","9311.41997016985"
"6",2002-04-01,"h0_not_rejected","TRUE","0.309141657631772","5.9700749427393","9314.40500764122","9311.41997016985"
"7",2002-07-01,"h0_not_rejected","TRUE","0.0347669937659845","12.0015174561959","9317.42072889795","9311.41997016985"
"8",2002-10-01,"h0_not_rejected","TRUE","0.202682909441254","7.25026886893102","9315.04510460431","9311.41997016985"
"9",2003-01-01,"h0_not_rejected","TRUE","0.11961535369698","8.74643986055526","9315.79319010012","9311.41997016985"
"10",2003-04-01,"h0_not_rejected","TRUE","0.179372554522535","7.60528884112136","9315.22261459041","9311.41997016985"
"11",2003-07-01,"h0_not_rejected","TRUE","0.0771565049692604","9.93298512590627","9316.3864627328","9311.41997016985"
"12",2003-10-01,"h0_not_rejected","TRUE","0.199016509378582","7.303688047381","9315.07181419354","9311.41997016985"
"13",2004-01-01,"h0_not_rejected","TRUE","0.170083087568047","7.75806096959059","9315.29900065464","9311.41997016985"
"14",2004-04-01,"h0_not_rejected","TRUE","0.104943573883647","9.10513163815995","9315.97253598893","9311.41997016985"
"15",2004-07-01,"h0_not_rejected","TRUE","0.0835985427325183","9.71905398207309","9316.27949716088","9311.41997016985"
"16",2004-10-01,"h0_not_rejected","TRUE","0.0271965507035126","12.6214534478095","9317.73069689375","9311.41997016985"
"17",2005-01-01,"h0_not_rejected","TRUE","0.0200021526825387","13.3879557289438","9318.11394803432","9311.41997016985"
"18",2005-04-01,"h0_rejected","FALSE","0.00597625317404615","16.3244655264389","9319.58220293307","9311.41997016985"
"19",2005-07-01,"h0_not_rejected","TRUE","0.0120436979408257","14.6345076213365","9318.73722398052","9311.41997016985"
"20",2005-10-01,"h0_rejected","FALSE","0.00964338582247137","15.1741966706977","9319.0070685052","9311.41997016985"
"21",2006-01-01,"h0_rejected","FALSE","0.00753047496153569","15.770599657666","9319.30526999868","9311.41997016985"
"22",2006-04-01,"h0_rejected","FALSE","0.0019997478656717","18.9076715563315","9320.87380594801","9311.41997016985"
"23",2006-07-01,"h0_rejected","FALSE","0.00166481813794372","19.3346740421002","9321.0873071909","9311.41997016985"
"24",2006-10-01,"h0_rejected","FALSE","0.0024359649647302","18.4463993351892","9320.64316983744","9311.41997016985"
"25",2007-01-01,"h0_rejected","FALSE","0.00188388149541596","19.0468650155926","9320.94340267764","9311.41997016985"
"26",2007-04-01,"h0_rejected","FALSE","0.00045665486460178","22.3122448203103","9322.57609258","9311.41997016985"
"27",2007-07-01,"h0_rejected","FALSE","0.000580112639557817","21.7656690469667","9322.30280469333","9311.41997016985"
"28",2007-10-01,"h0_rejected","FALSE","0.000276166862778315","23.4555179399504","9323.14772913982","9311.41997016985"
"29",2008-01-01,"h0_rejected","FALSE","0.000104372596597013","25.6488700416776","9324.24440519069","9311.41997016985"
"30",2008-04-01,"h0_rejected","FALSE","4.42612840039214e-05","27.5651406429351","9325.20254049131","9311.41997016985"
"31",2008-07-01,"h0_rejected","FALSE","1.17980836892295e-05","30.49211896415","9326.66602965192","9311.41997016985"
"32",2008-10-01,"h0_rejected","FALSE","0.000425197998858207","22.4749340733579","9322.65743720653","9311.41997016985"
"33",2009-01-01,"h0_rejected","FALSE","0.00693864434894964","15.9670968814535","9319.40351861057","9311.41997016985"
"34",2009-04-01,"h0_rejected","FALSE","0.000522321859253938","22.0055762904703","9322.42275831508","9311.41997016985"
"35",2009-07-01,"h0_rejected","FALSE","0.000707908082448805","21.3095502256147","9322.07474528265","9311.41997016985"
"36",2009-10-01,"h0_rejected","FALSE","0.00016383403127751","24.6353543522891","9323.73764734599","9311.41997016985"
"37",2010-01-01,"h0_rejected","FALSE","5.67363849039992e-05","27.0119983576333","9324.92596934866","9311.41997016985"
"38",2010-04-01,"h0_rejected","FALSE","5.87727073839694e-05","26.9333496471045","9324.8866449934","9311.41997016985"
"39",2010-07-01,"h0_rejected","FALSE","2.14242170262224e-05","29.1750488893558","9326.00749461453","9311.41997016985"
"40",2010-10-01,"h0_rejected","FALSE","5.90050474503778e-05","26.9245482243205","9324.88224428201","9311.41997016985"
"41",2011-01-01,"h0_rejected","FALSE","0.000218677386687127","23.9837727310332","9323.41185653536","9311.41997016985"
"42",2011-04-01,"h0_rejected","FALSE","5.27056234500556e-05","27.1762871550854","9325.00811374739","9311.41997016985"
"43",2011-07-01,"h0_rejected","FALSE","1.79905967405691e-05","29.5612583412185","9326.20059934046","9311.41997016985"
"44",2011-10-01,"h0_rejected","FALSE","2.33498594532922e-05","28.9845606697891","9325.91225050474","9311.41997016985"
"45",2012-01-01,"h0_rejected","FALSE","1.61928687992807e-05","29.7937945640515","9326.31686745187","9311.41997016985"
"46",2012-04-01,"h0_rejected","FALSE","3.3820808350904e-05","28.1631536005843","9325.50154697014","9311.41997016985"
"47",2012-07-01,"h0_rejected","FALSE","9.63921821203195e-05","25.8271921242995","9324.333566232","9311.41997016985"
"48",2012-10-01,"h0_rejected","FALSE","0.000110799220802815","25.5148218539471","9324.17738109682","9311.41997016985"
"49",2013-01-01,"h0_rejected","FALSE","0.00197975090349212","18.9311196295239","9320.88552998461","9311.41997016985"
"50",2013-04-01,"h0_rejected","FALSE","0.000686006538703765","21.3816349218141","9322.11078763075","9311.41997016985"
