"","break_date","test_result_word","test_result","p_value","test_stat","logLikUR","logLikR"
"1",2001-01-01,"h0_rejected","FALSE","1.84083859267048e-11","59.1272951107712","15481.9419556314","15452.378308076"
"2",2001-04-01,"h0_rejected","FALSE","3.70427799545325e-10","52.7957430332244","15478.7761795926","15452.378308076"
"3",2001-07-01,"h0_rejected","FALSE","1.05348391346016e-05","30.7415145393788","15467.7490653457","15452.378308076"
"4",2001-10-01,"h0_rejected","FALSE","0.000369708875907815","22.7932556621818","15463.7749359071","15452.378308076"
"5",2002-01-01,"h0_rejected","FALSE","2.72548598689859e-07","38.7027608448225","15471.7296884984","15452.378308076"
"6",2002-04-01,"h0_rejected","FALSE","0.00413358260824526","17.2012139753388","15460.9789150637","15452.378308076"
"7",2002-07-01,"h0_not_rejected","TRUE","0.188146354397363","7.46721233048447","15456.1119142412","15452.378308076"
"8",2002-10-01,"h0_not_rejected","TRUE","1","-20.579326321269","15442.0886449154","15452.378308076"
"9",2003-01-01,"h0_rejected","FALSE","0.00449818852008277","17.0008482550256","15460.8787322035","15452.378308076"
"10",2003-04-01,"h0_rejected","FALSE","0.000957455369273941","20.6152328285898","15462.6859244903","15452.378308076"
"11",2003-07-01,"h0_rejected","FALSE","1.1276311440156e-08","45.5382282385654","15475.1474221953","15452.378308076"
"12",2003-10-01,"h0_rejected","FALSE","1.34280309094237e-09","50.0668862372368","15477.4117511946","15452.378308076"
"13",2004-01-01,"h0_rejected","FALSE","1.29658894731932e-09","50.141207176468","15477.4489116642","15452.378308076"
"14",2004-04-01,"h0_rejected","FALSE","1.82489201527858e-08","44.5098743093549","15474.6332452307","15452.378308076"
"15",2004-07-01,"h0_rejected","FALSE","0.0069215963023469","15.9729958754688","15460.3648060137","15452.378308076"
"16",2004-10-01,"h0_rejected","FALSE","0","88.4257214929094","15496.5911688225","15452.378308076"
"17",2005-01-01,"h0_rejected","FALSE","0","121.863575834417","15513.3100959932","15452.378308076"
"18",2005-04-01,"h0_rejected","FALSE","0","101.216266206506","15502.9864411792","15452.378308076"
"19",2005-07-01,"h0_rejected","FALSE","0","104.257565239765","15504.5070906959","15452.378308076"
"20",2005-10-01,"h0_rejected","FALSE","0","98.4568894047188","15501.6067527784","15452.378308076"
"21",2006-01-01,"h0_rejected","FALSE","0","95.1234589159503","15499.940037534","15452.378308076"
"22",2006-04-01,"h0_rejected","FALSE","0","101.559355427416","15503.1579857897","15452.378308076"
"23",2006-07-01,"h0_rejected","FALSE","0","91.8772032770175","15498.3169097145","15452.378308076"
"24",2006-10-01,"h0_rejected","FALSE","5.10702591327572e-15","76.2633904013492","15490.5100032767","15452.378308076"
"25",2007-01-01,"h0_rejected","FALSE","1.19682042054592e-13","69.6770657144989","15487.2168409332","15452.378308076"
"26",2007-04-01,"h0_rejected","FALSE","2.23965290757633e-12","63.5497603588083","15484.1531882554","15452.378308076"
"27",2007-07-01,"h0_rejected","FALSE","2.22044604925031e-16","82.9361888971398","15493.8464025246","15452.378308076"
"28",2007-10-01,"h0_rejected","FALSE","1.77635683940025e-15","78.497636013406","15491.6271260827","15452.378308076"
"29",2008-01-01,"h0_rejected","FALSE","0","88.9037444466667","15496.8301802993","15452.378308076"
"30",2008-04-01,"h0_rejected","FALSE","3.33066907387547e-16","81.9313332716047","15493.3439747118","15452.378308076"
"31",2008-07-01,"h0_rejected","FALSE","3.33066907387547e-16","81.9401536831356","15493.3483849176","15452.378308076"
"32",2008-10-01,"h0_rejected","FALSE","3.66373598126302e-15","76.9277990250121","15490.8422075885","15452.378308076"
"33",2009-01-01,"h0_rejected","FALSE","1.89848137210902e-14","73.5186534007444","15489.1376347764","15452.378308076"
"34",2009-04-01,"h0_rejected","FALSE","9.9475983006414e-14","70.0609945112083","15487.4088053316","15452.378308076"
"35",2009-07-01,"h0_rejected","FALSE","1.2125855874956e-12","64.8349936023224","15484.7958048772","15452.378308076"
"36",2009-10-01,"h0_rejected","FALSE","1.83435489020667e-11","59.1347107050424","15481.9456634285","15452.378308076"
"37",2010-01-01,"h0_rejected","FALSE","6.52022880132108e-12","61.3081855631499","15483.0324008576","15452.378308076"
"38",2010-04-01,"h0_rejected","FALSE","1.6775691946691e-11","59.322601480646","15482.0396088163","15452.378308076"
"39",2010-07-01,"h0_rejected","FALSE","1.5629497696068e-11","59.4714212878207","15482.1140187199","15452.378308076"
"40",2010-10-01,"h0_rejected","FALSE","4.05439015693787e-11","57.465490372233","15481.1110532621","15452.378308076"
"41",2011-01-01,"h0_rejected","FALSE","1.0242617864975e-10","55.5118175781536","15480.1342168651","15452.378308076"
"42",2011-04-01,"h0_rejected","FALSE","1.63989377632845e-10","54.5182514717599","15479.6374338119","15452.378308076"
"43",2011-07-01,"h0_rejected","FALSE","1.65664293394485e-09","49.6210376350209","15477.1888268935","15452.378308076"
"44",2011-10-01,"h0_rejected","FALSE","8.72874195145812e-09","46.0846511998825","15475.4206336759","15452.378308076"
"45",2012-01-01,"h0_rejected","FALSE","9.77031910931458e-09","45.844166826002","15475.300391489","15452.378308076"
"46",2012-04-01,"h0_rejected","FALSE","2.83322912908446e-08","43.5688153429037","15474.1627157474","15452.378308076"
"47",2012-07-01,"h0_rejected","FALSE","3.62506009654595e-08","43.0409891628078","15473.8988026574","15452.378308076"
"48",2012-10-01,"h0_rejected","FALSE","8.9233053501836e-08","41.1079330094908","15472.9322745807","15452.378308076"
"49",2013-01-01,"h0_rejected","FALSE","2.13825732042761e-05","29.179353610336","15466.9679848812","15452.378308076"
"50",2013-04-01,"h0_rejected","FALSE","4.95880114748104e-08","42.3693767563564","15473.5629964542","15452.378308076"
"51",2013-07-01,"h0_rejected","FALSE","3.25783616050845e-06","33.3154079136802","15469.0360120328","15452.378308076"
"52",2013-10-01,"h0_rejected","FALSE","3.28553875184046e-06","33.2969031590073","15469.0267596555","15452.378308076"
"53",2014-01-01,"h0_rejected","FALSE","4.20247799670648e-07","37.7670155343076","15471.2618158432","15452.378308076"
"54",2014-04-01,"h0_rejected","FALSE","2.85244221431835e-06","33.6057047826907","15469.1811604673","15452.378308076"
