"","break_date","test_result_word","test_result","p_value","test_stat","logLikUR","logLikR"
"1",2009-01-01,"h0_not_rejected","TRUE","1","-0.353946196417382","4206.58698238472","4206.76395548293"
"2",2009-04-01,"h0_not_rejected","TRUE","0.851509383968784","1.98287583811725","4207.75539340198","4206.76395548293"
"3",2009-07-01,"h0_not_rejected","TRUE","0.52959198965366","4.13892946180749","4208.83342021383","4206.76395548293"
"4",2009-10-01,"h0_not_rejected","TRUE","0.365939568168952","5.42769474986562","4209.47780285786","4206.76395548293"
"5",2010-01-01,"h0_not_rejected","TRUE","0.507576664410283","4.29640427518825","4208.91215762052","4206.76395548293"
"6",2010-04-01,"h0_not_rejected","TRUE","0.447681506517586","4.74581883298015","4209.13686489942","4206.76395548293"
"7",2010-07-01,"h0_not_rejected","TRUE","0.692283591686294","3.04995951049932","4208.28893523818","4206.76395548293"
"8",2010-10-01,"h0_not_rejected","TRUE","0.72869028553475","2.81364005544674","4208.17077551065","4206.76395548293"
"9",2011-01-01,"h0_not_rejected","TRUE","0.879908183424511","1.77044430640308","4207.64917763613","4206.76395548293"
"10",2011-04-01,"h0_not_rejected","TRUE","0.332651928155464","5.73704707000797","4209.63247901793","4206.76395548293"
"11",2011-07-01,"h0_not_rejected","TRUE","0.37886346360501","5.31320469428101","4209.42055783007","4206.76395548293"
"12",2011-10-01,"h0_not_rejected","TRUE","1","-0.394178236409061","4206.56686636472","4206.76395548293"
"13",2012-01-01,"h0_not_rejected","TRUE","0.543606739735524","4.04045162094735","4208.7841812934","4206.76395548293"
"14",2012-04-01,"h0_not_rejected","TRUE","0.202746016665758","7.2493566965386","4210.38863383119","4206.76395548293"
"15",2012-07-01,"h0_not_rejected","TRUE","0.397430005617479","5.1535481335668","4209.34072954971","4206.76395548293"
"16",2012-10-01,"h0_not_rejected","TRUE","0.0296129536405042","12.4073511184961","4212.96763104217","4206.76395548293"
"17",2013-01-01,"h0_not_rejected","TRUE","0.112006968497645","8.9271120719277","4211.22751151889","4206.76395548293"
"18",2013-04-01,"h0_not_rejected","TRUE","0.0338193889728069","12.0716276370622","4212.79976930146","4206.76395548293"
