"","break_date","test_result_word","test_result","p_value","test_stat","logLikUR","logLikR"
"1",2001-01-01,"h0_not_rejected","TRUE","0.856055959510552","1.94973195067905","2215.26150977016","2214.28664379482"
"2",2001-04-01,"h0_not_rejected","TRUE","0.699344522491983","3.00415950397473","2215.78872354681","2214.28664379482"
"3",2001-07-01,"h0_not_rejected","TRUE","0.922719196041801","1.41451256274377","2214.99390007619","2214.28664379482"
"4",2001-10-01,"h0_not_rejected","TRUE","0.909950843973514","1.5268486659761","2215.05006812781","2214.28664379482"
"5",2002-01-01,"h0_not_rejected","TRUE","0.646796628174461","3.34606659652854","2215.95967709308","2214.28664379482"
"6",2002-04-01,"h0_not_rejected","TRUE","0.441144197467689","4.79707463972773","2216.68518111468","2214.28664379482"
"7",2002-07-01,"h0_not_rejected","TRUE","0.0963319001427425","9.33762347480842","2218.95545553222","2214.28664379482"
"8",2002-10-01,"h0_not_rejected","TRUE","0.596207771899705","3.68090741862579","2216.12709750413","2214.28664379482"
"9",2003-01-01,"h0_not_rejected","TRUE","0.745286431797101","2.70543906442435","2215.63936332703","2214.28664379482"
"10",2003-04-01,"h0_not_rejected","TRUE","0.999992469912399","0.0289853114427387","2214.30113645054","2214.28664379482"
"11",2003-07-01,"h0_not_rejected","TRUE","1","-0.311335664590842","2214.13097596252","2214.28664379482"
"12",2003-10-01,"h0_not_rejected","TRUE","0.847417907485638","2.01246271954551","2215.29287515459","2214.28664379482"
"13",2004-01-01,"h0_not_rejected","TRUE","0.97666006600344","0.805828949705756","2214.68955826967","2214.28664379482"
