"rub","oil"
"2000-07-21",-0.00324851395583133,-0.0429187453258702
"2000-07-25",-0.000723327337143028,-0.0343152235363816
"2000-07-26",0,0.00541587397303264
"2000-07-27",0,-0.0124225199985572
"2000-07-28",0.00216841429382351,0.0139645403503723
"2000-08-01",0.0043227733020041,-0.0281268541628769
"2000-08-02",0.00107777987799626,0.0599718498437986
"2000-08-03",-0.000718390835493745,0.00891536365795233
"2000-08-04",-0.00107855484120797,0.035244338097254
"2000-08-08",-0.00252116106890476,-0.0154707169068615
"2000-08-09",0,0.0197457501366098
"2000-08-10",-0.0010824464343939,0.0297693143907709
"2000-08-11",0,0.0157483569681391
"2000-08-15",-0.000361076010422229,0.0188430878014799
"2000-08-16",0.00180407770381502,-0.0113980449523693
"2000-08-17",-0.000360555258998833,0.0347889977429451
"2000-08-18",0,0.00162681018471228
"2000-08-22",-0.000721500752799654,-0.0190356912977405
"2000-08-23",0,0.0703614949097863
"2000-08-24",0,-0.0221710876989407
"2000-08-25",-0.000360945681594241,0.0489856132142331
"2000-08-29",0,0.0228870147480328
"2000-08-30",0.00180342699915073,0.00293427440580142
"2000-08-31",0,0.0274544045853664
"2000-09-01",0,0.000285022091141556
"2000-09-05",0,0.0177945664131745
"2000-09-06",0.00323799527377535,0.0270659990522263
"2000-09-07",0.00143575042610419,0.0196957668558129
"2000-09-08",-0.00143575042610415,-0.0314815686215265
"2000-09-12",0,-0.085433556308413
"2000-09-13",-0.000718648970922025,-0.0689928714869514
"2000-09-14",0,0.00864974157948316
"2000-09-15",-0.00143884916909907,0.0716899222951961
"2000-09-19",-0.00180147769851107,-0.00595594375285154
"2000-09-20",0.00144144169102157,0.00565898755170866
"2000-09-21",0.00179888517658866,-0.045262091608746
"2000-09-22",0,-0.0185045267502433
"2000-09-26",0.00107777987799626,-0.0536452358225115
"2000-09-27",-0.00107777987799626,-0.00535835173561934
"2000-09-28",-0.000359518249423438,-0.0296494712276083
"2000-09-29",-0.0021598280534299,-0.0170944333593001
"2000-10-03",0.000360295446160232,0.0752132222034358
"2000-10-04",0,-0.0187783478719529
"2000-10-05",0.00179953260726973,-0.0297018121344143
"2000-10-06",0.00179630010578621,0.0146236239736293
"2000-10-10",0.000717617540663417,0.0439231902909523
"2000-10-11",0.00214976793649266,0.00964637705180534
"2000-10-12",-0.0028673854771562,0.068032410391827
"2000-10-13",0.00179307919657119,0.00149365225678315
"2000-10-17",-0.00287047201043146,-0.097760941663394
"2000-10-18",-0.00107855484120797,0.0195573378210959
"2000-10-19",0.0025148207972654,0.0099567226920681
"2000-10-20",0.00215053846322856,-0.0367820145410354
"2000-10-24",0,0.0532641626212974
"2000-10-25",-0.000716332408854528,-0.0203246119818069
"2000-10-26",-0.00143420605437389,0.00989632976995676
"2000-10-27",0.00179243640031497,-0.00541488821088826
"2000-10-31",-0.00322870235637245,-0.0377526121651199
"2000-11-01",-0.000359389042502467,0.0476049086081315
"2000-11-02",0.00143678185636283,-0.0259505191727494
"2000-11-03",-0.000718132885440779,0
"2000-11-09",-0.00179759171180655,0.0313124623141348
"2000-11-10",-0.00252206943270984,0.0146762977743513
"2000-11-14",0.00180212699700581,0.0241934936006324
"2000-11-15",-0.00252388812541534,0.023030777172739
"2000-11-16",-0.00108361939445818,0.0100030254499347
"2000-11-17",0.00324734183976924,-0.0318242469868481
"2000-11-21",0.00251843989919562,0.00722677038612728
"2000-11-22",0,-0.00662254076049338
"2000-11-23",0.000718390835493654,0.00542170002777861
"2000-11-24",0,0.00180072077469912
"2000-11-28",0.000359001978366566,-0.0230522795121625
"2000-11-29",0,-0.0043050496993712
"2000-11-30",-0.000359001978366575,0.00246229733516097
"2000-12-01",0.00143523526610459,-0.0293221256712663
"2000-12-05",0.000716845908833197,-0.0896913007893684
"2000-12-06",0.0014321520528774,-0.050054813917443
"2000-12-07",-0.000715819644022711,0.0137384662661105
"2000-12-08",0,-0.0365671454184194
"2000-12-14",0.00143112725678284,-0.0989667638569075
"2000-12-15",-0.00178922931969656,0.00492207720542846
"2000-12-19",0.00107392170693641,-0.00327869146169835
"2000-12-20",0,-0.0449183589454466
"2000-12-21",0.000357717764501366,-0.0389631250352555
"2000-12-22",0,-0.00761823088488887
"2000-12-27",0.0039264730081816,0.0156218307454106
"2000-12-28",0.0032011409160505,-0.0129264113237385
"2000-12-29",0,0.0129264113237384
"2001-01-04",0,0.0844616278115719
"2001-01-05",0.0112995552539335,0.00810705696818034
"2001-01-10",-0.00316511605889524,0.0084422611961634
"2001-01-11",-0.000352298752983261,0.0245168467880851
"2001-01-12",0.00035229875298326,0.00117118889046277
"2001-01-16",-0.00140994031111869,-0.00430108189939059
"2001-01-17",-0.0010587613482421,-0.0502214387380791
"2001-01-18",0.00246870165936071,0.0191803472258318
"2001-01-19",-0.00105726882095308,0.060767271777448
"2001-01-23",0.000352547156833396,0.0273886937902629
"2001-01-24",0.000704721664119832,0.000739918642710514
"2001-01-25",0,-0.00370508019254535
"2001-01-26",0.000352174682280468,0.00370508019254542
"2001-01-30",-0.0014094435032336,-0.0269881447176468
"2001-01-31",0.000352547156833396,0.0102060987978119
"2001-02-01",0.00105689634640025,0.0215782181833279
"2001-02-02",0.00140745976787977,0.0617281716801301
"2001-02-06",0,0.00689657905906046
"2001-02-07",0.000351555637299703,0.0150071029257869
"2001-02-08",0.000702740717606345,0.0378656993958217
"2001-02-09",0.00105318598465864,-0.0382042807432241
"2001-02-13",0.00629592845681483,-0.0532021855806275
"2001-02-14",0,-0.0039363085358063
"2001-02-15",-0.000348735836141101,-0.0575592281311796
"2001-02-16",0.000348735836141071,0.0105781114813798
"2001-02-20",-0.000697593331393847,-0.00603092668528948
"2001-02-21",0.00104620759324757,-0.0133208439756606
"2001-02-22",-0.00139518683252494,-0.0135006872189026
"2001-02-23",-0.0013971360987296,0.0142666772984851
"2001-02-27",0.00522922579082708,-0.0326877351295736
"2001-02-28",-0.00139178867282261,-0.00475813744641692
"2001-03-01",-0.00348797005171853,-0.0160259840158443
"2001-03-02",0,0.0207841214622613
"2001-03-06",0.00139664827172082,0.0121880808930407
"2001-03-07",-0.00104730329000216,0.0124273444023211
"2001-03-08",-0.000349344981718779,0.0175980057911768
"2001-03-12",0,-0.0398428254722024
"2001-03-13",0.00174550576697363,-0.0215405217220564
"2001-03-14",-0.000697836734529978,-0.0199558648429046
"2001-03-15",0.000348979239277173,-0.0394346397772653
"2001-03-16",0,0.0199116936463824
"2001-03-20",-0.000348979239277313,-0.00884775099833262
"2001-03-21",-0.00104766903244369,-0.0179338709124708
"2001-03-22",0.00104766903244368,0.0102872746059426
"2001-03-23",0.00383208969209751,0.0206802052375388
"2001-03-27",0,0.0194421842750415
"2001-03-28",-0.0010436598616478,0.00368023314581268
"2001-03-29",0.00104365986164773,-0.0302488361785788
"2001-03-30",0,-0.0114238602219893
"2001-04-03",0.000347644710610547,-0.00127741128718114
"2001-04-04",0.00312337578226816,0.0368088396656667
"2001-04-05",0,0.0211304082867144
"2001-04-06",0,-0.0347754411634758
"2001-04-10",-0.000693240928976505,0.0652668154006318
"2001-04-11",-0.00173520779266382,0.0170151050059828
"2001-04-12",0.00277488905075924,0.0391027260137428
"2001-04-13",-0.000346440329118935,-0.0118695755553839
"2001-04-17",-0.000346560391616199,0.00706453951310224
"2001-04-18",0.000346560391616287,-0.0331480443188758
"2001-04-19",0.000346440329118978,-0.00962100936732608
"2001-04-20",0.00103860144354271,-0.0112775840406162
"2001-04-24",-0.00207828270163807,0.00740311193305762
"2001-04-25",0.000346680537360352,-0.010536682848129
"2001-04-26",0.00173160216427789,0.0467518087338456
"2001-04-27",-0.00138504177266168,0.00522779383300427
"2001-05-04",0.000692760678900575,0.0271875672743209
"2001-05-08",0.00276625349289011,-0.00508722027365513
"2001-05-09",0,0.000364232384285471
"2001-05-11",-0.000345363498511442,0.0184021068740433
"2001-05-15",0.00138073891455994,-0.00322292132154523
"2001-05-16",0.0017232470230312,0.0110577192336981
"2001-05-17",-0.000688942500553531,0.0133899111166604
"2001-05-18",0.0017214671147429,0.0252302997803399
"2001-05-22",0.000687757936325742,0.0142327038265367
"2001-05-23",-0.000343819841791735,-0.00709103089471024
"2001-05-24",-0.000343938094533941,-0.0226191960007395
"2001-05-25",0.000343938094533967,-0.00556136296083515
"2001-05-29",-0.000343938094533941,0.0145331277642583
"2001-05-30",0.00103145960666221,-0.0065483604669678
"2001-05-31",-0.000343701670336564,-0.0128764611885448
"2001-06-01",0.00171732825994861,0.0107996172437056
"2001-06-05",0.000686106373398587,0.0134230203321408
"2001-06-06",0,-0.0179377006866673
"2001-06-07",0,-0.00628493688917895
"2001-06-08",0,0.0114923779226062
"2001-06-14",-0.00137268381197214,-0.0132452267500206
"2001-06-15",-0.00137457066316671,-0.0130674647728394
"2001-06-19",-0.00103216936739835,-0.0529224014543424
"2001-06-20",0.00137598920919001,-0.0166292569715347
"2001-06-21",0.00171732825994861,0.0173786013303156
"2001-06-22",-0.00206114810174026,0.00597462568888777
"2001-06-26",0.000687521512128415,0.0293491351415207
"2001-06-27",-0.000343701670336564,-0.0523213371989794
"2001-06-28",0.00103075082137489,-0.0219535102158723
"2001-06-29",-0.000343465570953362,0.0204285385135547
"2001-07-03",0.00171614938292547,-0.025112387825981
"2001-07-04",0.000685635954182167,0.0159133961653231
"2001-07-05",0,-0.0108402145528647
"2001-07-06",-0.000342759215009443,0.0329279365661557
"2001-07-10",0.00171262244292324,-0.0726314443308596
"2001-07-11",0.000342172800601254,-0.0101771690536935
"2001-07-12",-0.00102686984891859,-0.0341273235341783
"2001-07-13",0.000342407125413655,0.0167930058826211
"2001-07-17",0.000684462723504944,-0.00500835771437252
"2001-07-18",-0.000684462723504921,-0.034045841409717
"2001-07-19",0.001026518481928,0.0107643665871585
"2001-07-20",0.0010254658222167,0.003420268404798
"2001-07-24",-0.000683527025928983,0.0393356151174107
"2001-07-25",0.00102511541524535,0.0215149358335469
"2001-07-26",-0.0010251154152453,0.00160513678122866
"2001-07-27",-0.000683994554710883,-0.00482316047542927
"2001-07-31",0.0013675215806398,-0.0191179302478623
"2001-08-01",0.00170677631465627,-0.00494031470016444
"2001-08-02",-0.00068236099542914,0.0506946835595897
"2001-08-03",0.00102336696633799,0.00430613309749286
"2001-08-07",0.00034088972547614,0.0131938274027809
"2001-08-08",-0.00102301799203463,-0.012803278676864
"2001-08-09",0,-0.0129693309327771
"2001-08-10",0.00102301799203471,0.0195854282323847
"2001-08-14",-0.00102301799203463,-0.00271897623324323
"2001-08-15",0.000682128266558606,-0.00389712106636428
"2001-08-16",0.00034088972547614,-0.0169328715952328
"2001-08-17",0.000340773559269918,-0.0200568295790141
"2001-08-21",0.000681198936423163,0.0271799305318382
"2001-08-22",-0.000681198936423273,0.013706891708773
"2001-08-23",0,-0.00194666209030777
"2001-08-24",0.000681198936423163,0.0257756143207276
"2001-08-28",-0.000681198936423273,0.00492518517859176
"2001-08-29",0.000340657472209222,0.00790517950711325
"2001-08-30",0,0.00112422721228091
"2001-08-31",0.000340541464213948,0.00373832211060716
"2001-09-04",0.001361007355375,-0.0199742838193625
"2001-09-05",0.00135915753169196,0
"2001-09-06",0,0.0128594812921493
"2001-09-07",0,0.034352408310911
"2001-09-11",-0.00067934785221429,0.0557857300279764
"2001-09-12",0.000339731615294245,-0.030685810703444
"2001-09-13",0.000339616236920205,-0.00141743468097339
"2001-09-14",0.000678886652007737,0.0355314283784854
"2001-09-18",-0.00101850288892781,-0.0592139130220446
"2001-09-19",-0.000339731615294174,-0.0793167548285873
"2001-09-20",0.000679347852214187,0.0050970508311739
"2001-09-21",-0.00067934785221429,-0.0157669801558707
"2001-09-25",-0.000339847072089887,-0.223441569495524
"2001-09-26",0.000339847072089772,0.0264721340419769
"2001-09-27",-0.00101988790074552,0.0379732381970126
"2001-09-28",0,0.0184592227979869
"2001-10-02",0.0010198879007456,-0.0268783557832885
"2001-10-03",0.000679347852214187,-0.0314911518222277
"2001-10-04",0.00101815722354017,0.0149148783592304
"2001-10-05",0.000678196024638339,0.0245295317601616
"2001-10-09",0.000677736386497595,-0.0384754177955108
"2001-10-10",0,0.0177590460417634
"2001-10-11",-0.000677736386497582,0.0169815401480941
"2001-10-12",0.00101643241005725,-0.0386222019320333
"2001-10-16",-0.000677506800983286,-0.00487330399166767
"2001-10-17",-0.000677966127663327,-0.0500855802890898
"2001-10-18",0.00169405427604891,-0.0134438426036429
"2001-10-19",0.000338466748873474,0.0357911412956395
"2001-10-23",-0.000338466748873523,0.0321253225108593
"2001-10-24",0,-0.00928421034824976
"2001-10-25",0.00101505676115214,0.0146201434549624
"2001-10-26",0.000676132547732519,-0.0175699981013837
"2001-10-30",0.00303695188706138,0.00491160122946008
"2001-10-31",0.000673627509474274,-0.0389659685333838
"2001-11-01",-0.000673627509474165,-0.0123015390338092
"2001-11-02",0.000673627509474274,-0.0399842846410634
"2001-11-06",0.00134589522335494,0.00053662464394804
"2001-11-07",-0.00201952273282927,0.0117334679478663
"2001-11-09",0,0.0940561401859708
"2001-11-13",0.00101027117533663,-0.0121390177180841
"2001-11-14",0.000336530375042059,-0.0861679258930812
"2001-11-15",0,-0.12882621584808
"2001-11-16",0.00134499011533283,0.0209776946416727
"2001-11-20",0.00134318354646754,0.109976181583524
"2001-11-21",0.00368447913049777,-0.0203979160287858
"2001-11-22",-0.00033439224521596,0.0635551201868224
"2001-11-23",0,-0.0128042722459877
"2001-11-27",0.0010028414679668,-0.0161084283316261
"2001-11-28",0,-0.0147759944247173
"2001-11-29",0,-0.0144580831752299
"2001-11-30",-0.00100284146796689,0.0202890034860234
"2001-12-04",0.0010028414679668,0.0188487255586673
"2001-12-05",0,-0.000518806756124642
"2001-12-06",0.000334057126874718,-0.0370021070616606
"2001-12-07",-0.000668225885205842,-0.0417872780630443
"2001-12-11",0.0056657375356773,-0.0112931747934554
"2001-12-12",-0.000332391560314776,0.0291011022586449
"2001-12-14",0.00365024463710853,0.0223625353709493
"2001-12-18",0.00363696879657599,-0.00161943355230288
"2001-12-19",-0.000660283946075395,0.0277055547226519
"2001-12-20",0,-0.00844332192759931
"2001-12-21",-0.000660720209038135,-0.00744684292446172
"2001-12-27",-0.00165371296162922,0.00744684292446177
"2001-12-28",-0.00231980220023128,0.0465922778020666
"2002-01-04",-9.29041163827477e-05,0.0698355444954412
"2002-01-09",0,-0.0478236502624371
"2002-01-10",0.0144322043809904,-0.0250514102509008
"2002-01-11",-0.00246908854349059,0.0185981736588996
"2002-01-15",-0.0016669678506131,-0.062681017618217
"2002-01-16",0.000853519671277033,-0.0192725451210322
"2002-01-17",8.85929956332108e-05,-0.0163491380015295
"2002-01-18",0.00334111052139779,-0.00164971167466973
"2002-01-22",-3.27018604116568e-05,0.0287516414524609
"2002-01-23",-0.000706621332725844,0.0101091576528773
"2002-01-24",7.85381433987006e-05,0.0010582011569479
"2002-01-25",-0.000707065446102401,0.00685114669285309
"2002-01-29",0.00406207717665869,0.0114883770067604
"2002-01-30",-0.000270727361262618,-0.0289722660839812
"2002-01-31",0.00101077626434437,0.0190582793263293
"2002-02-01",-0.000172737747049218,0.0325022161316151
"2002-02-05",0.00163492389404742,0.0101010959865039
"2002-02-06",-0.000172485335106235,0.00351141569727712
"2002-02-07",0.000234312456731651,-0.0279276845645449
"2002-02-08",-0.000266860196131215,0.0299286857324631
"2002-02-12",0.00301268185726756,0.083381608939051
"2002-02-13",0.000836868991272858,-0.0157556549331017
"2002-02-14",5.51179443093428e-05,-0.0207652576877629
"2002-02-15",-0.000509145991583217,-0.0100647866161406
"2002-02-19",-0.000243314134345115,-0.028336043372225
"2002-02-20",0.00240782415752636,-0.0373592158931698
"2002-02-21",-0.000352871291431371,0.0388447323832365
"2002-02-22",-0.000842214425735233,-0.00346964412511345
"2002-02-27",0.00119508571716654,0.0288740391572719
"2002-02-28",0.00105140064326005,0
"2002-03-01",0.000420250928312698,0.0517032441141642
"2002-03-05",0.00175990151227788,0.0190568380503969
"2002-03-06",-0.000129061817563122,-0.00631201374289436
"2002-03-07",0.000119382759012769,0.0438026226583931
"2002-03-08",0,-0.0343494800146377
"2002-03-12",0.0022108430509002,0.0168817869742467
"2002-03-13",-0.000280113399462084,0.0388817875442075
"2002-03-14",0.000685655817997647,0.00675678246287991
"2002-03-15",-0.00167795271214975,0.00587496444302075
"2002-03-19",0.00283895413381359,0.0252027386025563
"2002-03-20",0.000414546407015226,0.0109556786609751
"2002-03-21",0.00024736055175086,-0.0216202588175042
"2002-03-22",-0.000157404180530299,0.023635982136583
"2002-03-26",0.000751462014276283,-0.00930615658175799
"2002-03-27",-0.000504123710430652,0.0213159086171836
"2002-03-28",-0.000661847413718038,0.00832182333749228
"2002-03-29",-0.00148271347598699,0
"2002-04-02",0.00338995901631028,0.0623409622586456
"2002-04-03",-2.56626579469344e-05,-0.00931278848319362
"2002-04-04",0.000641368959846753,0.00931278848319352
"2002-04-05",-0.00029818539978196,-0.0603697414350515
"2002-04-09",0.000169944511922658,0.00353843498737556
"2002-04-10",-0.000798669568079665,-0.0138314791484618
"2002-04-11",0.000112301327038381,-0.0368836134305546
"2002-04-12",0.000971681807392719,-0.0408736060915808
"2002-04-16",-0.00147553210070548,0.0329979177150123
"2002-04-17",-7.70440756698077e-05,0.0499190671739676
"2002-04-18",6.09937160611204e-05,0.025020851783147
"2002-04-19",0.000423643144761327,-0.0015455953617806
"2002-04-23",-0.000426853247597127,0.0153494955309388
"2002-04-24",-5.77836132254081e-05,-0.00228745810759908
"2002-04-25",0.000259999969366002,0.0102526054719588
"2002-04-26",0.000654515377204992,-0.00568290978189337
"2002-04-30",0.000577158025852376,0.0247667443224934
"2002-05-01",-3.84668399858642e-05,-0.0115565125856868
"2002-05-07",5.12887911665648e-05,-0.0436851069405305
"2002-05-08",-5.12887911664346e-05,0.0216978678952446
"2002-05-09",0.000538401153903441,0
"2002-05-14",0.00112713952277931,0.0387193639235578
"2002-05-15",-5.76070050276875e-05,0.00184196036606167
"2002-05-16",4.80060679762522e-05,-0.0552334021604583
"2002-05-17",0.000275190315037674,-0.0101642782812665
"2002-05-21",-9.5983874710539e-06,-0.0182399981496708
"2002-05-22",-3.19948296355728e-06,-0.0271766877488946
"2002-05-23",0.000326294544499123,-0.0128286468648043
"2002-05-24",0.000313398424699923,-0.0104669157387177
"2002-05-28",0.000319693097352001,0.0392045255060746
"2002-05-29",0.000616718851679792,-0.0216821748138722
"2002-05-30",8.94405811676903e-05,-0.019207271057122
"2002-05-31",0,0.00630386622121419
"2002-06-05",0.000641820877378447,-0.0289012890832985
"2002-06-06",0.00079452072087187,-0.0173993080098475
"2002-06-07",0.00128457492024626,0.00873749551749716
"2002-06-11",0.000388553598212996,-0.0273385632730518
"2002-06-12",-0.000375811741851617,0.0316788478643658
"2002-06-14",9.55587479982359e-05,0.037403425079889
"2002-06-18",-0.000175198014021244,0.0275680902190261
"2002-06-19",0.000675139910170428,0.00848661387731873
"2002-06-20",0.000706497900345968,-0.0174552838600791
"2002-06-21",0.000104977358388824,-0.0115322530131733
"2002-06-25",0.00112860549736291,0.0477243816065899
"2002-06-26",0.000104847946744359,-0.0227691082612761
"2002-06-27",-0.000476670181866206,0.0255299067018877
"2002-06-28",-0.00069316598376687,-0.00236593170300335
"2002-07-02",0.00194473457839177,0.0121641680388855
"2002-07-03",0.000387224147311448,-0.00195198188077192
"2002-07-04",1.26933353643025e-05,-0.0031311180179773
"2002-07-05",0,0.00936409495602498
"2002-07-09",0.000545661056513093,-0.0335668236390833
"2002-07-10",0.000738705840041337,0.0362815819478346
"2002-07-11",-0.000180663033823699,0.000387221689252676
"2002-07-12",-0.000123630358067309,0.0107817756032884
"2002-07-16",-0.00155143316570982,-0.00653220382273953
"2002-07-17",-0.00053674053695419,0.00959147963132276
"2002-07-18",0.00195501622155322,0.0200346901488243
"2002-07-19",-3.17063233504014e-06,-0.0131853483032496
"2002-07-23",-0.00107225008290514,-0.0276834287484169
"2002-07-24",-0.000130144063313139,-0.00861399218275025
"2002-07-25",6.34870248606665e-05,-0.0027564498650031
"2002-07-26",0.000945479536395521,-0.0103052834312869
"2002-07-30",-0.00200624160595661,0.0333037634741594
"2002-07-31",-0.000953740483230104,0.0126365840045123
"2002-08-01",0.000531027773783356,-0.0188213737231565
"2002-08-02",0.00212764010742749,-0.0243340107460288
"2002-08-06",0.000542300222440679,0.0204490019745676
"2002-08-07",-0.000269527678160467,0.000389180779381927
"2002-08-08",0.000691113512781272,-0.00742045974745395
"2002-08-09",0.000123589221275866,-0.000784313765696107
"2002-08-13",9.82266914396819e-05,0.0240321643230134
"2002-08-14",-0.000922443494426088,0.0136936335279725
"2002-08-15",0.000266359720375105,0.00715229851155282
"2002-08-16",0.000643409904401714,0.024820685189414
"2002-08-20",-0.000183789162660604,0.0109171389953484
"2002-08-21",0.000316856783386085,-0.00362581978080911
"2002-08-22",0.000269249350280621,0.0101193490913574
"2002-08-23",-7.60160014048241e-05,-0.0108460933093902
"2002-08-27",0.000291363297253509,0.0137186267029145
"2002-08-28",-0.000826806309920856,-0.0126287083388889
"2002-08-29",0.0006653001857959,-0.0157368297899347
"2002-08-30",-2.5336660882789e-05,0.0164627826348835
"2002-09-03",-0.000224891000081544,-0.0362063928603586
"2002-09-04",0.0012030533675433,0.0270938822005143
"2002-09-05",0.000202477182462427,0.00838655781489515
"2002-09-06",-1.26536228905e-05,0.029340208363418
"2002-09-10",0.000490210816276699,0.0195536956266374
"2002-09-11",0.000107497984516308,-0.00833338155914441
"2002-09-12",0.000338227092685439,-0.0326038800928158
"2002-09-13",0.000265443940746755,0.0273600295868049
"2002-09-17",-0.000619478835847515,-0.0273600295868049
"2002-09-18",-0.000167578070430271,0.0231450602274929
"2002-09-19",2.213456232939e-05,0.00140696470624338
"2002-09-20",0.000550044586445374,0.00560814648967897
"2002-09-24",-0.000316080603184594,0.0296164896875845
"2002-09-25",9.16736607989342e-05,-0.0122910389920714
"2002-09-26",8.8504526432142e-05,-0.00620263876948815
"2002-09-27",-0.000101148669665116,0.00241671099843033
"2002-10-01",0.0015066879884671,0.0143788851868175
"2002-10-02",0.000290337140262077,-0.00956291440623277
"2002-10-03",0.000198769209095517,-0.0236122081053525
