"Date","rub","oil"
"1",2005-01-13,0,0
"2",2005-01-14,-0.000223415903944267,-0.0126242523044123
"3",2005-01-18,0.0037676382129912,-0.00340667460379513
"4",2005-01-19,0.00542831126970647,-0.00208031719665709
"5",2005-01-20,0.00179595819456285,-0.0262969433455251
"6",2005-01-21,0.000292436147105112,0.0388394054487119
"7",2005-01-25,-0.00489829901164951,0.00401341504617653
"8",2005-01-26,-0.00104294434497518,-0.00598160092291656
"9",2005-01-27,0.00454366558320217,0.0106936005367923
"10",2005-01-28,-0.00331842291302399,-0.0402134439534023
"11",2005-02-01,0.00417751103134865,0.00659661703067801
"12",2005-02-02,-0.00506040367382033,-0.0229173270196294
"13",2005-02-03,0.000250039791287949,-0.0254645603869444
"14",2005-02-04,0.00178636238600521,0.00137206442689976
"15",2005-02-08,0.00425462536358112,-0.0125615355344483
"16",2005-02-09,0.00247319487027231,-0.00867322174026623
"17",2005-02-10,-0.00170685175474584,0.0341920122894978
"18",2005-02-11,-0.00147909882277291,0.0067288120112706
"19",2005-02-15,-0.00173167928795597,0.00955827235737473
"20",2005-02-16,-0.000135389918386352,0.00965450413950483
"21",2005-02-17,-0.000464013439043739,-0.00163754543826107
"22",2005-02-18,0.000153573806410529,0.00800319531408495
"23",2005-02-22,-0.00204543182921979,0.035601938369355
"24",2005-02-23,-0.00355852609149531,0.0100584943249301
"25",2005-02-25,-0.00288419185312414,0.0368561593224029
"26",2005-03-01,-0.00138010223213359,0.00671904915268042
"27",2005-03-02,0.000521053379556683,0.00978889882024243
"28",2005-03-03,-0.000146709725840113,0.0337711950289531
"29",2005-03-04,0.00113804526372262,-0.0166868817568285
"30",2005-03-10,-0.00587108524302892,0.0162438516800247
"31",2005-03-11,-0.0031445650333377,0.00043421347208879
"32",2005-03-15,0.000702016297465937,0.0136726864043335
"33",2005-03-16,0.00069814434820738,0.0101511340952498
"34",2005-03-17,0.000174205041249645,0.0240326999748698
"35",2005-03-18,-0.000797608933486673,-0.00270897411218611
"36",2005-03-22,0.00323938722889043,-0.0120543062965167
"37",2005-03-23,0.00138620527060536,-0.0740665356871754
"38",2005-03-24,0.00245277901883148,0.0143443100821865
"39",2005-03-29,0.0067705997288975,-0.0195622809170635
"40",2005-03-30,0.000631147144688853,-0.0171204612941867
"41",2005-03-31,1.30315571378402e-05,0.0482524341294641
"42",2005-04-01,0.00126670104968648,0.015501473198351
"43",2005-04-05,0.00157397517802689,0.00554017931355407
"44",2005-04-06,0.00189431625152216,-0.00992412264152264
"45",2005-04-07,-0.00212925397797993,-0.029956362341613
"46",2005-04-08,-0.00213117984599887,-0.0158140280680026
"47",2005-04-12,-0.000328886989558173,-0.00744251529974324
"48",2005-04-13,-0.000800891848259563,-0.0384005786591348
"49",2005-04-14,0.00114305557409866,0.00917553548909383
"50",2005-04-15,0.00159866137213863,-0.0154751271085346
"51",2005-04-19,-3.01147316005538e-05,0.0236853109985517
"52",2005-04-20,-0.00222562211062512,0.0128271320887182
"53",2005-04-21,-0.000870854197151513,0.00223617623702968
"54",2005-04-22,-0.000384687588680351,0.0321931228695284
"55",2005-04-26,0.00162083035299028,-0.0212645200628539
"56",2005-04-27,0.000661062034381205,-0.0243833217357044
"57",2005-04-28,0.0019059986785354,-0.0124187926683023
"58",2005-04-29,-0.000195814877110636,-0.00420291438341032
"59",2005-05-04,0.00174220460931325,-0.00658952148810126
"60",2005-05-05,-0.00146480886243632,-0.0126189875292154
"61",2005-05-06,3.43191783301272e-05,-0.00384837942087004
"62",2005-05-12,0.00135094137042546,-0.0490202498398134
"63",2005-05-13,0.00207477528281876,-0.0133087654548606
"64",2005-05-17,0.00575016760454083,0.00813313552036447
"65",2005-05-18,-0.000831857260110923,-0.000792415449230609
"66",2005-05-19,0.000667870778720381,-0.0107603412850736
"67",2005-05-20,-0.00137953228387525,-0.00185069688316923
"68",2005-05-24,0.00382711308161431,0.00643043887715671
"69",2005-05-25,-0.000823240610572413,0.0387698992222073
"70",2005-05-26,0.000360538235031119,0.00786227335206738
"71",2005-05-27,0.00118398128534732,-0.0074884649843783
"72",2005-05-31,0.00121864687521209,-0.00406866495008075
"73",2005-06-01,0.0038670496014228,0.0216193167260063
"74",2005-06-02,0.00354274930607083,0.014872263525551
"75",2005-06-03,0.00327097207678985,0.00999049255685813
"76",2005-06-07,0.00211913304448008,-0.00704714131963629
"77",2005-06-08,-0.0003345476153387,0.0041573326671058
"78",2005-06-09,-0.00107462561282083,-0.01248195845239
"79",2005-06-10,0.00265000283074955,0.0103618243933774
"80",2005-06-15,0.00443104920511581,0.0387072286509821
"81",2005-06-16,0.0022427058238978,0.00168287819904148
"82",2005-06-17,-0.000526557693375718,0.0454850008435008
"83",2005-06-21,-0.00419358674199681,0.00606287763145229
"84",2005-06-22,0.00278510034616316,-0.0245621959929837
