"ndp","des"
"2003-07-01",0.0109290705321902,0.0114724011622368
"2003-07-02",0.0129591446425053,0.00126662461519298
"2003-07-03",-0.0804004254380379,-0.0101782049157562
"2003-07-04",-0.00934586241823766,0.00382897723709725
"2003-07-07",-0.0986019768045396,0.0139154680619746
"2003-07-08",0.121804873884203,0.0260399090156198
"2003-07-09",0.0136676387286636,0.0133740595252568
"2003-07-10",-0.0654439082523839,0.00841857046559583
"2003-07-11",0.0471785602750905,0.0166274614604918
"2003-07-14",0.167231311070365,0.00235294226202684
"2003-07-15",0,0.0278117577842403
"2003-07-16",-0.0117648415795863,0.0237165266173161
"2003-07-17",0.0556231574796189,0.0253457093807565
"2003-07-18",-0.0245526970058791,-0.0220030878840667
"2003-07-21",-0.067218974590051,-0.0304936105626406
"2003-07-22",0.131996472906439,0.0226767086710297
"2003-07-23",-0.0782521968997481,0.0111483874826142
"2003-07-24",0.0454623740767574,-0.014517284548719
"2003-07-25",0.0291991546922621,0.0299191291602257
"2003-07-28",0.108951183788555,0.0343381375808916
"2003-07-29",-0.0701456093667598,-0.0442120521398852
"2003-07-30",-0.053298581724362,-0.03249585648002
"2003-07-31",-0.153542592243911,-0.0406796356332612
"2003-08-01",0.0231345754016569,0.0117925894898236
"2003-08-04",-0.0424692271091126,-0.00705885283962458
"2003-08-05",-0.0955271230745107,-0.0166670524852118
"2003-08-06",-0.0742915763036915,0.0119333158350128
"2003-08-07",0.064699176612252,-0.0143371631464072
"2003-08-08",0.0539403901457478,0.00240384731139446
"2003-08-11",0.0619667237491998,-0.00722894714315143
"2003-08-12",-0.00862074304390709,0.0227146645825321
"2003-08-13",0.0021621630044951,-0.00592769963327529
"2003-08-14",0.0234802676088424,-0.00118976813558868
"2003-08-15",-0.0299808322119359,0
"2003-08-18",-0.00654309858893584,0.0047506027585978
"2003-08-19",0,-0.00832842410648185
"2003-08-20",-0.10609017639797,-0.00359066813072848
"2003-08-21",0.0972989109867993,0.00835825761420124
"2003-08-22",0.0196727655987047,0.00118835426937871
"2003-08-25",-0.149112885797301,-0.00954661188358
"2003-08-26",0.242058998306745,0.0525514953264301
"2003-08-27",-0.0843253694655373,0.00454030291878323
"2003-08-28",0.0212322201057741,-0.0333940068153903
"2003-08-29",-0.0255333020051648,-0.00117164629689075
"2003-09-01",-0.0576656418498091,-0.010607052895722
"2003-09-02",0.0358782876649019,0.00943403223335871
"2003-09-03",-0.031322471129041,0.00351494210744459
"2003-09-04",0.0552626786750495,0.00815380172693276
"2003-09-05",0.0705686901641623,0.00693644399665717
"2003-09-08",0.207388832395624,0.0527323506151712
"2003-09-09",-0.106446881870047,-0.00767968667422807
"2003-09-10",-0.00727275932907958,0.0260884360842979
"2003-09-11",-0.0486076990653769,-0.00753907717316598
"2003-09-12",0.120758595768948,0.0224488315394531
"2003-09-15",0.0464428402538011,0.011560822401076
"2003-09-16",0.0536406183031814,-0.0350913198112701
"2003-09-17",0.0272744179196593,0.0235304974101943
"2003-09-18",-0.0396393358906092,-0.0159832917748113
"2003-09-19",-0.00937506866545593,0.0138668888684334
"2003-09-22",-0.00472070113493745,-0.0268400437898136
"2003-09-23",-0.0175024356497727,0.00434311214716523
"2003-09-24",0.0253579355900815,0.0075553516444494
"2003-09-25",0.0216726748988963,0.00429185208154086
"2003-09-26",-0.0201089529227135,-0.00860220358266319
"2003-09-29",0.00933132742888422,0.00538504263088777
"2003-09-30",0.0184054275427153,-0.00430571171121198
"2003-10-01",0.00151860317719006,0.00645163528148882
"2003-10-02",-0.0642350770448165,-0.0260601066698651
"2003-10-03",0.00323102058144654,-0.00995033085316809
"2003-10-06",-0.0294620327303163,0
"2003-10-07",0.0406890953240998,0.0132452267500205
"2003-10-08",-0.0423516060977131,-0.00770504637440515
"2003-10-09",-0.0355668309947425,-0.0223472986919968
"2003-10-10",-0.0494800572633698,-0.0193959303475793
"2003-10-13",-0.0331522073169004,-0.00809721023261936
"2003-10-14",0.00931973194880223,-0.00699303549097041
"2003-10-15",0.0887106127425896,0.0219789067187752
"2003-10-16",0.0545139090875927,0.00456621797958118
"2003-10-17",-0.0803106964196129,-0.0230424941471542
"2003-10-20",0.0509448016152485,0.0343676435042078
"2003-10-21",0.0656761188609576,-0.0147478566345558
"2003-10-22",-0.0283037761628519,0.00228310601456855
"2003-10-23",0.0173917427118692,0.0225488696866133
"2003-10-24",-0.0383433551976475,-0.00671143458798692
"2003-10-27",0.125354732187277,0.018899951130484
"2003-10-28",0.00573067470898507,0.00220022090960234
"2003-10-29",0.0676586484738149,0.0206641393029427
"2003-10-30",-0.0534740134818584,0.00750673766375357
"2003-10-31",-0.219628609206765,-0.0719734996250891
"2003-11-03",0.0512932943875505,0.0114156490836767
"2003-11-04",-0.0460439385014067,-0.0206429348527515
"2003-11-05",0.0510314800124458,0.0206429348527515
"2003-11-06",-0.00665559861173606,0.00113443007061182
"2003-11-10",0.0296074257899383,0.00902940671939416
"2003-11-11",-0.034628356840038,-0.0204320388172059
"2003-11-12",0.0928666843918489,0.0181823190831905
"2003-11-13",-0.0294823525645071,-0.0101868453069932
"2003-11-14",-0.0158733491562901,0.00680274732275262
"2003-11-17",-0.0242926925690446,0.00338409798424072
"2003-11-18",-0.0435579743391298,-0.0124647506199872
"2003-11-19",0.0286939517069806,0.00795007026546052
"2003-11-20",-0.0134005355374821,0.0179377006866673
"2003-11-21",-0.0343086822829857,-0.0281708769666963
"2003-11-24",-0.00700528258840869,0.00342270727750214
"2003-11-25",0.0225900136051068,-0.00571103779551428
"2003-11-26",0.020408871631207,0.0113896447643578
"2003-11-27",0.0314856165735665,-0.00910131424634564
"2003-11-28",0.0352600629564802,0.0169975763685711
"2003-12-01",-0.0336300707455492,0.00448431244732859
"2003-12-02",-0.0974296882198584,-0.0283626499081221
"2003-12-03",0.0990570278792338,0.0328269430368078
"2003-12-04",-0.018048069871703,-0.0339783536418495
"2003-12-05",-0.0183797989370895,0
"2003-12-08",-0.0395580381691295,-0.00461894585629442
"2003-12-09",0.031090587070031,0.00461894585629446
"2003-12-10",0,-0.00577702357692206
"2003-12-11",-0.0171530792262494,0.00922728576907484
"2003-12-15",-0.0442158671500427,-0.0150378773645406
"2003-12-16",-0.0219387226758533,0.00696866931609344
"2003-12-17",-0.0148978546806369,-0.011641575015486
"2003-12-18",-0.0519847548783791,-0.00351906521519562
"2003-12-19",-0.0780683733698188,-0.00353149278147104
"2003-12-22",0.128175193423998,0.0163746348717899
"2003-12-23",-0.0966268356890718,-0.0222883126618376
"2003-12-24",-0.125577307383202,-0.00714288751238022
"2003-12-25",-0.0189579137446142,-0.00119545740477363
"2003-12-26",-0.00720291229405789,0
"2003-12-29",-0.109384665957552,-0.00961545869944198
"2003-12-30",0.0599919106279753,0.0273989741881146
"2004-01-05",0.0372713947972314,0.0035190652151957
"2004-01-06",-0.110795311643783,-0.0553691352674744
"2004-01-08",0.00272109011436081,-0.0314293625302923
"2004-01-09",0.0682679711290029,0.0050955524266001
"2004-01-12",-0.0655542652574067,0.0063331433970226
"2004-01-13",0.0372383451401188,-0.00252844635335864
"2004-01-14",-0.0675020027799457,0.0262351086543457
"2004-01-15",-0.0967078040709629,-0.0224448324805649
"2004-01-16",0.137753237314078,0.0212110260316364
"2004-01-19",-0.0134954814748845,-0.0174350618221014
"2004-01-20",0.0425596144187959,0.0561808283979438
"2004-01-21",-0.148524177210664,-0.032591901001464
"2004-01-22",-0.111758921053003,-0.00492005912544987
"2004-01-23",0.0299523222833511,0.00614630084869423
"2004-01-26",-0.194858837475628,-0.0173057470975926
"2004-01-27",0.105758842689582,0.00745345065458097
"2004-01-28",-0.0290929609416648,0.0123002780816517
"2004-01-29",-0.199441439007421,-0.00122324174274409
"2004-01-30",0.210450724515791,-0.00984017780151123
"2004-02-02",-0.210450724515791,0.0147241923939367
"2004-02-03",-0.0273989741881145,-0.00856274344988791
"2004-02-04",0.10951852580649,0.0146344075184378
"2004-02-05",-0.0598469160092523,0.0084388686458646
"2004-02-06",0.0431101236537286,-0.00602048778158314
"2004-02-09",-0.159792443733927,0.00481928643594892
"2004-02-10",0.125454306153035,0.0225796877521654
"2004-02-11",-0.25757227098041,-0.0213784864065314
"2004-02-12",0.15656906069154,0.0284042764309371
"2004-02-13",-0.0700286043604835,-0.04048171792071
"2004-02-16",0.0455775084963192,0.0251962939188873
"2004-02-17",-0.0455775084963193,-0.0264120995397771
"2004-02-18",0.414063613363396,0.00968530573446368
"2004-02-19",-0.247408173313841,0.0107850056765626
"2004-02-20",-0.241959823113686,-0.0277963515030993
"2004-02-24",0.0856137527229917,0.0640788566845224
"2004-02-25",-0.131336002061087,-0.012724289664374
"2004-02-26",0.283286460978743,-0.011709735672908
"2004-02-27",-0.265894718266874,-0.0130410858292643
"2004-03-01",0.028330506626226,0.0247508215021721
"2004-03-02",0.210776895676998,-0.00349854584251317
"2004-03-03",0.158665360181785,-0.0153034181398868
"2004-03-04",-0.0555698511548107,0.00709222830949184
"2004-03-05",-0.037426405519117,-0.00827917206902065
"2004-03-09",-0.0747600752091092,0.0059206804097278
"2004-03-10",0.0181000416436179,-0.00592068040972779
"2004-03-11",0.122257316051304,0.00827917206902073
"2004-03-12",-0.0613689463762921,-0.0178257839526006
"2004-03-15",-0.00422833610952118,0.0059773041084596
"2004-03-16",-0.0170944333593002,0
"2004-03-17",-0.0996298409488412,-0.0107850056765626
"2004-03-18",-0.0538027059929763,-0.0268636422695483
"2004-03-19",-0.0675581510112911,0.0012368585373962
"2004-03-22",-0.0958479587901278,0.00616144894404863
"2004-03-23",0.0850370426859122,-0.0111180885839769
"2004-03-24",-0.0109290705321903,-0.00124300823959725
"2004-03-25",0.0842603436177398,-0.0150378773645404
"2004-03-26",-0.0152674721307884,0.0273989741881146
"2004-03-29",-0.0912160082716616,-0.00739830748144492
"2004-03-30",0.0704898777545446,-0.0037197811025319
"2004-04-01",-0.031917602968305,-0.0150190557837155
"2004-04-02",0.0423343638265607,0.00628537581496096
"2004-04-05",-0.0209431738452432,-0.00250941160542581
"2004-04-06",0.243049918431013,0.0235889273964797
"2004-04-07",-0.0821195516183755,-0.0111043707342344
"2004-04-08",-0.0508192483962131,-0.0175223506922025
"2004-04-09",-0.0995847054294366,0.0100503358535015
"2004-04-12",-0.0158314652166806,0.0173486383346131
"2004-04-13",0.17072980863017,0.00612371785052898
"2004-04-14",0.0352459390616749,0.00851068966790861
"2004-04-15",0.1221026968009,0.00120992150271315
"2004-04-16",0.122454949017127,-0.0207704473572069
"2004-04-19",-0.0450682854017063,0.0279993945003582
"2004-04-20",0.238625915462587,0.0225528846624729
"2004-04-21",0.0275499517682306,0.0093458624182376
"2004-04-22",0.039952051011715,-0.00232828975959107
"2004-04-23",-0.0958325094061717,-0.0223933930207561
"2004-04-26",0.141758947532095,0.0293620623368495
"2004-04-27",0.0486714063758122,0.00115673812782373
"2004-04-28",0.0188240852456356,0.00115540163055589
"2004-04-29",-0.0501897445238553,-0.0151253610707561
"2004-04-30",-0.0298529631496812,0.00584455199628323
"2004-05-05",0.0175223506922025,0.00116482249629311
"2004-05-06",0.0968880004855417,0.0195971689521361
"2004-05-07",-0.153025187305524,-0.00802296567099947
"2004-05-11",0.235144738923899,0.0182445197425375
"2004-05-12",0.0144183754242717,-0.010221554071538
"2004-05-13",0.0576127527846111,0.0192204899401076
"2004-05-14",0.0725899976678011,-0.00448934536259433
"2004-05-17",0.0473357429009431,0.0331888868417824
"2004-05-18",-0.117997099662338,-0.0309416948848777
"2004-05-19",-0.0293276150945201,-0.0181205411131949
"2004-05-20",0.0855221734381621,-0.0172914971100611
"2004-05-21",-0.0183828706005335,0.0195746031246297
"2004-05-24",-0.0397403286495141,-0.0230690737744031
"2004-05-25",0.0172253062818793,0.0207859677598347
"2004-05-26",-0.0809919246408684,0.00228310601456855
"2004-05-27",-0.0858896718804298,-0.0057175684632033
"2004-05-28",-0.0458796057506937,-0.0185190477672375
"2004-05-31",0.0300600668058008,0.0230957147946492
"2004-06-01",-0.0855628511284883,-0.0336653962843369
"2004-06-02",0.0531526069777337,0.0163938097756764
"2004-06-03",0.0704036405899691,-0.0211275464258753
"2004-06-04",0.0387145121806906,0.00473373665019914
"2004-06-07",-0.0148780640261792,0.00823049913651522
"2004-06-08",0.0900403325348072,0.0151077829919721
"2004-06-09",-0.0157794201039652,0
"2004-06-10",0.116235561046702,0.0205486682273875
"2004-06-11",-0.0305504441984254,0.00787848757207981
"2004-06-15",0.00545952220489875,0.00335758569484595
"2004-06-16",-0.00728600673093332,-0.0101067676697744
"2004-06-17",-0.0110295235754996,-0.00679504313282869
"2004-06-18",-0.0111525319504751,0
"2004-06-21",-0.12105942520093,-0.0241529854879968
"2004-06-22",0.0146599484106846,0.0195971689521361
"2004-06-23",0.0565807464447616,-0.00802296567099947
"2004-06-24",0.0404289899956447,0
"2004-06-25",-0.0907920998295358,-0.00230414848485019
"2004-06-28",-0.104442663367597,-0.0198026272961798
"2004-06-29",0.0249163512645344,0.0151783415990659
"2004-06-30",-0.0272125635248848,-0.00931322214666772
"2004-07-01",0.0773866636154204,0.0196879549722194
"2004-07-02",-0.0106952891167479,-0.0103747328255517
"2004-07-05",-0.00863936259070785,0.00922728576907484
"2004-07-06",0.0445460710539519,-0.00114876520387359
"2004-07-07",0.0485925552368651,0.00458716400690614
"2004-07-08",-0.0240011520995429,-0.0254938488262198
"2004-07-09",0.0416313834758137,0
"2004-07-12",0.0249293830425254,0.0105079775984149
"2004-07-13",0.0659579677917974,0.0218274030445214
"2004-07-14",-0.0361050046421161,-0.011428695823623
"2004-07-15",-0.223603215767259,-0.050688516624938
"2004-07-16",0.143254088603045,0.0402898094040395
"2004-07-19",0.00397614837963942,0
"2004-07-20",-0.0261321402768481,0.00347826437632501
"2004-07-21",-0.0373487393025875,-0.0210534091978323
"2004-07-22",-0.0677855064142349,0.015249562378032
"2004-07-23",-0.0415764268457403,-0.0105325724998933
"2004-07-26",0.0528251393816109,0.00703402665737998
"2004-07-27",-0.0203396842371227,-0.00233918235317238
"2004-07-28",0.0292484291262322,0.00700119545898356
"2004-07-29",-0.00221975673831289,0.00232288141613973
"2004-07-30",-0.0316053394153311,0.00347423626818627
"2004-08-02",0.0514079667115108,0.00346220772847079
"2004-08-03",0.0151354240651008,-0.00925932541279671
"2004-08-04",0.0941389909138619,-0.0105202606741793
"2004-08-05",-0.224609468996706,0.00234741891830489
"2004-08-06",-0.0921367363989862,0.00234192144508135
"2004-08-09",-0.0780340026124557,-0.00117027514819054
"2004-08-10",0.152907671587661,-0.00234466695925413
"2004-08-11",-0.0589158835365946,0.00701757265864654
"2004-08-12",0.0234691345408471,-0.003502630551202
"2004-08-13",-0.164947588857902,-0.0188907624695541
"2004-08-16",0.109304097289198,0.0316742020952288
"2004-08-17",0.0658999917358923,-0.00695251931488175
"2004-08-18",-0.00768249617201617,-0.00466201310581119
"2004-08-19",0.0127715656794875,0.00466201310581115
"2004-08-20",0.047096683663099,0.0127095876049495
"2004-08-23",-0.126293725324292,-0.0197107830639331
"2004-08-24",-0.00550965581096958,0
"2004-08-25",0.0641931576390597,0.0197107830639331
"2004-08-26",-0.0396353068573957,-0.00806920804844724
"2004-08-27",-0.0384662808277961,-0.0175135824927084
"2004-08-30",0.0676848268269361,0
"2004-08-31",-0.034623964566048,-0.00353982670512395
"2004-09-01",0.0502086955827462,0.0187359110574696
"2004-09-02",-0.020834086902842,-0.00698489452195087
"2004-09-03",-0.0320883145515004,-0.0129337487845684
"2004-09-06",0.016172859245601,0.00942292013450519
"2004-09-07",-0.0161728592456011,0.00117164629689076
"2004-09-08",0.132171773108483,-0.00234466695925413
"2004-09-09",0.108213584640233,0.0128281642541125
"2004-09-10",-0.0325761704346126,0.0160923012887549
"2004-09-13",-0.112005058376495,-0.0230690737744031
"2004-09-14",0.004926118336056,-0.00820156911341763
"2004-09-15",0.0242730363562063,0.00936775000360024
"2004-09-16",0.0582236602788967,0.00349040493976835
"2004-09-17",-0.0252017919739504,-0.00116211518017737
"2004-09-20",-0.00932407687512329,-0.0140517534556503
"2004-09-21",-0.0578474512819414,0.0011785505194442
"2004-09-22",0.0365448705780731,0.00235294226202684
"2004-09-23",-0.0193242728264028,-0.00589276896715074
"2004-09-24",-0.00980400009662086,-0.00236686501026628
"2004-09-27",0.00491401480242916,0.00825963397741708
"2004-09-28",0.0289875368732524,0.00234741891830489
"2004-09-29",-0.00238379135527625,-0.00942292013450526
"2004-09-30",-0.0120049460968235,0.00942292013450519
"2004-10-01",-0.0369045569354507,0.0128132213123766
"2004-10-04",0.0441248049089379,0.00577035646133636
"2004-10-05",0.044556021550233,-0.00115141060504181
"2004-10-06",-0.0208582301204099,-0.0069364439966571
"2004-10-07",-0.151422165174054,-0.0282371701816099
"2004-10-08",0.0108402145528648,0.00476191376024356
"2004-10-11",0.0160431248405757,-0.00834828939147127
"2004-10-12",0.0466405774531111,0.0119049025063182
"2004-10-13",0.0150756624054472,0.00707550121620028
"2004-10-14",0.0319045465187451,-0.00589276896715074
"2004-10-15",0.00241254640538415,0.00353982670512399
"2004-10-18",0.00959239969143951,0.00235294226202684
"2004-10-19",0.0189130933064866,0.00585824756836807
"2004-10-20",0.0139537147738653,-0.00703402665738005
"2004-10-21",-0.0162983817331195,-0.00708385488840504
"2004-10-22",-0.0960146532395885,-0.0227691082612761
"2004-10-25",0.0552904630130199,0.00242130868901035
"2004-10-26",0.038374012881615,0.0238959996283632
"2004-10-27",0.00235017734495345,-0.0154672922933077
"2004-10-28",0.0368705358083278,-0.00722024797348713
"2004-10-29",-0.0252017919739504,0.0072202479734871
"2004-11-01",0.0206666368085591,0.0107335556431086
"2004-11-02",-0.00227531383713565,0.00118553659410154
"2004-11-03",-0.00456621797958108,-0.00832842410648185
"2004-11-04",-0.0231491818669658,0.00595594375285143
"2004-11-05",-0.0778982483275025,-0.0228238135652569
"2004-11-09",0.0175663237178991,0.00605695370818968
"2004-11-10",0.0485532254169907,0.0108109161042157
"2004-11-11",-0.0143200537747484,-0.00359066813072848
"2004-11-12",0.0260987529673611,0.00954661188357991
"2004-11-15",-0.0357606638790981,-0.00954661188358
"2004-11-16",0.0497143786529635,0.0119190922372103
"2004-11-17",-0.0472901350414571,-0.0119190922372103
"2004-11-18",-0.0195605258544936,-0.0132772016816769
"2004-11-19",0.0219789067187752,0.00121432923240176
"2004-11-22",-0.0419296931381238,-0.00730819330672475
"2004-11-23",-0.022930941063917,0.00122174725032229
"2004-11-24",0.0478078458193216,0
"2004-11-25",-0.0248769047554046,0.00972061117062186
"2004-11-26",0.129745899145041,0.00120845936156833
"2004-11-29",-0.013363227812167,-0.00120845936156838
"2004-11-30",0.0692917804713919,0.00482509983175689
"2004-12-01",-0.0340458414097171,-0.00120409406480456
"2004-12-02",-0.0419951210366033,-0.0060423144559627
"2004-12-03",0.0311136208490693,-0.00121285642520929
"2004-12-06",-0.103660041544678,0.0180401765577345
"2004-12-07",0.0702865327281717,-0.0168273201325253
"2004-12-08",0.0179377006866673,0.0108500160240658
"2004-12-09",0.0666196873413956,-0.00722024797348713
"2004-12-10",-0.126133814873803,0.00241254640538415
"2004-12-14",0.085831435849781,0.0072029122940578
"2004-12-15",-0.039740328649514,0.00358209338250466
"2004-12-16",-0.0555698511548108,-0.00238663597773097
"2004-12-17",0.0047506027585978,-0.00719427563402697
"2004-12-20",0.00236686501026624,0.00240384731139446
"2004-12-21",-0.00236686501026628,0.00239808268401285
"2004-12-22",0.0117786991926127,0.00119688823384617
"2004-12-23",0.00233918235317246,0.00477327875265781
"2004-12-24",-0.0429660358834435,-0.022878782384931
"2004-12-27",-0.05515182007508,0.00486027688225266
"2004-12-28",-0.0638514719865327,-0.00364299127850098
"2004-12-29",-0.00827590930385982,-0.0208981176376166
"2004-12-30",0.0460162372867068,0.0377863356661381
"2005-01-11",0.0105264129869876,0
"2005-01-12",-0.0510177743417244,-0.0217662764819545
"2005-01-13",0.114410351177744,0.00609386407432281
"2005-01-14",0,0
"2005-01-17",0.0146344075184378,0.0120774414897729
"2005-01-18",0.0072376673002306,-0.00481348703154783
"2005-01-19",-0.01452810056291,0
"2005-01-20",-0.0246926125903714,0.00361228568591379
"2005-01-21",0.0222506089348197,0.0131345171806468
"2005-01-24",-0.0197537287362325,-0.00833834491715392
"2005-01-25",0.0270619220429574,0.00952388151125554
"2005-01-26",-0.00975617494536469,-0.0059417881287508
"2005-01-27",0.012180418556871,-0.00119260598512314
"2005-01-28",-0.0885533973414451,-0.00959239969143941
"2005-01-31",0.0261111440036858,0.00480770156810308
"2005-02-01",0.00257400399517284,-0.00240096153753815
"2005-02-02",-0.058217495563876,-0.00481928643594899
"2005-02-03",0.0452807045331565,-0.00241838086428153
"2005-02-04",-0.0290641329439112,-0.009732436918231
"2005-02-07",-0.0354743881936599,-0.00367422336188422
"2005-02-08",0.0487901641694318,0.0134066602801153
"2005-02-09",-0.0160003413464411,-0.00363857284390818
"2005-02-10",-0.0135320062185764,0.00363857284390809
"2005-02-11",-0.00820798041782951,-0.00607166406854968
"2005-02-14",0.00820798041782958,0.00849004493283124
"2005-02-15",-0.0248288616538699,-0.00120845936156838
"2005-02-16",0.02482886165387,0.0096270298271642
"2005-02-17",0,0
"2005-02-18",0.0215641779158406,-0.00480192999540719
"2005-02-21",-0.0352818141446397,-0.0024096397201534
"2005-02-22",0.0191524322147561,0.00601324722345184
"2005-02-24",-0.0414997309067527,0
