"Date","rub","oil"
"1",2000-01-07,0,0
"2",2000-01-11,0.018168513412757,0.0231185331751038
"3",2000-01-12,0.021100383620469,0.0270088342057537
"4",2000-01-13,0.00946163943313134,0.00989129808408258
"5",2000-01-14,-0.00914704086384104,0.0223932640634468
"6",2000-01-18,-0.000731749454492687,0.0298532582575491
"7",2000-01-19,0.000140278671384264,-0.00675276314041859
"8",2000-01-20,-0.00181073565103725,0.00201576770232389
"9",2000-01-21,3.63016815915697e-05,0.0330171552180757
"10",2000-01-25,-0.00249363808125116,0.000787687928042158
"11",2000-01-26,0.00229968696024753,-0.00362245718858569
"12",2000-01-27,0.00155091304950263,-0.011400828614455
"13",2000-01-28,-0.000381663614332139,-0.0133801441141578
"14",2000-02-01,6.02297796665775e-05,0.02676393898279
"15",2000-02-02,-4.08113719285346e-05,-0.00875686711831773
"16",2000-02-03,0.00312969818703728,0.0150213417128881
"17",2000-02-04,0.00378617467821019,-0.00577468999922763
"18",2000-02-08,-0.00124041216163324,0.00330217395764262
"19",2000-02-09,-0.00113520170988892,-0.00759360771465029
"20",2000-02-10,-0.000812584123847882,-0.00580015278536702
"21",2000-02-11,-0.000887445667324179,0.0167187671624358
"22",2000-02-15,0.00400663455855777,0.00930849581689538
"23",2000-02-16,-0.00268261009717252,-0.00177306665429551
"24",2000-02-17,0.000238102742242893,-0.0219032762482035
"25",2000-02-18,0.00270112756984479,-0.0116364516623939
"26",2000-02-22,-0.00238288993447289,-0.0028858136753385
"27",2000-02-23,0.00503093328752563,0.02397389604058
"28",2000-02-24,-0.00256386980491855,0.00891586248946138
"29",2000-02-25,-0.000481922285368871,0.00986225558123178
"30",2000-02-29,-0.00478981031179099,0.0152670482776323
"31",2000-03-01,0.000719195498970669,0.0247790444922784
"32",2000-03-02,-0.000540588273010946,0.00993499104555798
"33",2000-03-03,-0.00130105556281492,-0.0110921890353076
"34",2000-03-07,-0.000429091941840752,0.0666140235697617
"35",2000-03-08,-0.000979161893921003,-0.0178370778064073
"36",2000-03-14,-0.000855227178233352,-0.00626168476122002
"37",2000-03-15,-0.000182426289566575,-0.0295585311038856
"38",2000-03-16,-0.00103888268686923,-0.00356024259310047
"39",2000-03-17,-0.000844160765938675,-0.00499905035028331
"40",2000-03-22,-0.000186316668705587,0.0317217424985353
"41",2000-03-23,-0.000689407351931608,-0.01903381201857
"42",2000-03-24,-0.000574870465154712,0.0150342202617333
"43",2000-03-28,-0.000954727638893822,-0.0386199336273158
"44",2000-03-29,-0.000515450053317862,-0.0438367564291058
"45",2000-03-30,-0.000616392884778349,0.00570903412745279
"46",2000-03-31,0.00681232276655161,0.000252064839269168
"47",2000-04-04,0.00959639733489196,-0.0319023871391216
"48",2000-04-05,-0.0029164727502482,-0.0135282593001806
"49",2000-04-06,-0.000751962009280657,-0.00490474649068757
"50",2000-04-07,-0.0012488280746999,-0.0132778355450197
"51",2000-04-11,-0.00148638531752498,-0.0737932841473273
"52",2000-04-12,-0.00108528281111774,0.0150729772691434
"53",2000-04-13,-0.000828753007720433,0.0553515452709654
"54",2000-04-14,-0.000888513223265941,-0.0246430824963565
"55",2000-04-18,0.00262667609757156,0.0226909258262078
"56",2000-04-19,0.00564634137650389,0.0345405720004038
"57",2000-04-20,-0.00689303127238513,0.00155691116765464
"58",2000-04-25,-0.00160052209218121,-0.0103669436182853
"59",2000-04-26,0.000338927913437941,-0.0213056320301041
"60",2000-04-27,-0.00256110966850243,0.00597877699519665
"61",2000-04-28,-0.000496095894858441,0.0293148674989321
"62",2000-05-04,-0.00167385863368629,0.0505902405227842
"63",2000-05-05,-0.000349273384714747,-0.00661843656272748
"64",2000-05-12,-0.000653141846591248,0.0261205873837433
"65",2000-05-16,-0.00129112315147651,0.0267733475916148
"66",2000-05-17,-8.5487036538184e-05,-0.0147089409223332
"67",2000-05-18,-7.49248751872335e-06,0.0160350653209544
